SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00029682,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:46:51 PM,CLOSED,1,DPW,N,,UNKNOWN,2/18/2014 10:35:22 AM,3/4/2014 3:46:51 PM,,,2/7/2014 3:46:51 PM,9/9/2014 2:45:52 PM,4811 7TH STREET NE,38.94767518411060,-76.996814475834,20017,17161,9940,9940,5,5A,5A04,FOURTH,405,20,NONE,NONE,NONE,PHONE
14-00029683,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 3:47:37 PM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:20 PM,2/14/2014 3:47:37 PM,Comments update:  14-00029683-Broken Parking Meter  Meter Found Working,,2/7/2014 3:47:37 PM,2/12/2014 7:36:16 AM,900 - 999 BLOCK 22ND STREET NW,38.90138977197430,-77.048829190813,,0,476401,409825,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029684,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:47:53 PM,CLOSED,1,DPW,N,,UNKNOWN,2/10/2014 11:49:02 AM,3/4/2014 3:47:53 PM,,,2/7/2014 3:47:53 PM,11/4/2014 12:35:55 PM,3747 HUNTINGTON STREET NW,38.95788388333860,-77.07437754838560,20015,264250,107395,107395,3,3G,3G07,SECOND,201,10,NONE,NONE,NONE,PHONE
14-00029685,UNKNOWN,HYPSHEIN,Hypothermia Shelter Information,311CALCE,311 Call Center,2/7/2014 3:48:49 PM,OPEN,1,Call Center,N,,UNKNOWN,,,,,2/7/2014 3:48:49 PM,2/7/2014 4:05:15 PM,6728 - 6859 BLOCK EASTERN AVENUE NW,38.97316179945170,-77.01188161340940,,0,477011,410365,4,4B,4B07,FOURTH,401,19,NONE,NONE,NONE,PHONE
14-00029686,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/7/2014 3:49:01 PM,CLOSED,1,DPW,N,,UNKNOWN,2/24/2014 12:27:54 PM,3/25/2014 3:49:01 PM,,,2/7/2014 3:49:01 PM,10/23/2014 2:51:09 PM,1921 CALVERT STREET NW,38.92348416855760,-77.04540363484950,20009,236620,79618,79618,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,PHONE
14-00029687,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 3:49:03 PM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:33:59 PM,2/14/2014 3:49:03 PM,Comments update:  14-00029687-Broken Parking Meter  Meter Found Working,,2/7/2014 3:49:03 PM,2/11/2014 3:38:44 AM,6728 - 6859 BLOCK EASTERN AVENUE NW,38.97316179945170,-77.01188161340940,,0,477011,410365,4,4B,4B07,FOURTH,401,19,NONE,NONE,NONE,OPEN311
14-00029688,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:49:55 PM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 2:43:27 PM,3/4/2014 3:49:55 PM,,,2/7/2014 3:49:55 PM,2/21/2014 3:06:51 PM,37 BRANDYWINE STREET SW,38.82973095108820,-77.01087029227020,20032,32116,17887,17887,8,8D,8D07,SEVENTH,708,39,NONE,NONE,NONE,WEB
14-00029689,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 3:50:45 PM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:20 PM,2/14/2014 3:50:45 PM,Comments update:  14-00029689-Broken Parking Meter  Meter Found Working,,2/7/2014 3:50:45 PM,2/12/2014 7:36:16 AM,1400 - 1499 BLOCK 22ND STREET NW,38.90909992767970,-77.048796976419,,0,456076,392108,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029690,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:51:47 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 10:47:55 AM,3/4/2014 3:51:47 PM,,,2/7/2014 3:51:47 PM,10/30/2014 12:31:17 PM,3812 CALVERT STREET NW,38.92235484962920,-77.07516040363240,20007,269912,112746,112746,3,3B,3B05,SECOND,204,14,NONE,NONE,NONE,PHONE
14-00029691,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/7/2014 3:52:48 PM,OVERDUE CLOSED,1,DPW,N,2/11/2014 1:13:00 PM,Icy Road/Close SR,2/27/2014 1:13:30 PM,2/11/2014 3:52:48 PM,due to snow.  closed by STG,,2/7/2014 3:52:48 PM,2/27/2014 1:44:49 PM,1801 33RD STREET SE,38.86785783580220,-76.95888731456460,20020,56179,33689,33689,7,7B,7B04,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00029692,UNKNOWN,S0321,Recycling Collection - Missed,SWMCOLRE,Recycling,2/7/2014 3:53:24 PM,OVERDUE CLOSED,1,DPW,N,2/10/2014 3:15:00 PM,Icy Road/Close SR,2/27/2014 3:15:53 PM,2/11/2014 3:53:24 PM,Due to snow. Closed out by T.Thompson.,,2/7/2014 3:53:24 PM,2/27/2014 3:39:50 PM,1508 30TH STREET NW,38.90962495545510,-77.05942409742770,20007,223833,66514,66514,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,WEB
14-00029693,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 3:53:51 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:35 PM,2/14/2014 3:53:51 PM,Comments update:  14-00029693-Broken Parking Meter  Meter Found Working,,2/7/2014 3:53:51 PM,2/12/2014 10:07:21 AM,200 - 218 BLOCK 18TH STREET NW,38.89237109368370,-77.04173912391870,,0,476409,409832,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,OPEN311
14-00029694,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/7/2014 3:54:46 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 11:22:34 AM,3/25/2014 3:54:46 PM,,,2/7/2014 3:54:46 PM,12/4/2014 9:20:16 AM,4054 GRANT STREET NE,38.89856299603060,-76.94429031992670,20019,27383,15621,15621,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,PHONE
14-00029695,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 3:55:02 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:29 PM,2/14/2014 3:55:02 PM,Comments update:  14-00029695-Broken Parking Meter  Meter Found Working,,2/7/2014 3:55:02 PM,2/12/2014 12:38:02 AM,800 - 899 BLOCK 11TH STREET NW,38.90033071043920,-77.02702958776010,,0,476908,410267,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00029696,UNKNOWN,S0457,Tree Inspection,URBAFORR,Urban Forrestry,2/7/2014 3:55:19 PM,CLOSED,1,DDOT,N,2/10/2014 11:25:13 AM,UNKNOWN,2/10/2014 11:21:12 AM,2/14/2014 3:55:19 PM,"Comments update:  14-00029696-CALLER IS STATING THAT THERE IS AND TREE THAT IS LOCATED IN THE FRONT TREE BOX THAT IS STARTING TO MAKE THE SIDEWALK COME UP DUE TO THE OVER GROWN TREE AND THE ROOTS NEEDS TO BE INSPECTED ASAP AS WELL By BURCKLE, JOSEPH: 2/10/2014 11:21:07 AM Tree healthy, pruning required.  Sidewalk damaged caused by previous tree. ",,2/7/2014 3:55:19 PM,8/28/2014 5:28:06 PM,513 25TH PLACE NE,38.89643457174880,-76.97147468153920,20002,12674,7731,7731,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,PHONE
14-00029697,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:55:26 PM,CLOSED,1,DPW,N,,UNKNOWN,2/18/2014 7:48:08 PM,3/4/2014 3:55:26 PM,,,2/7/2014 3:55:26 PM,1/3/2015 12:01:18 PM,5211 NEW HAMPSHIRE AVENUE NW,38.95380204934130,-77.01097816248090,20011,246052,89239,89239,4,4D,4D05,FOURTH,403,19,NONE,NONE,NONE,PHONE
14-00029698,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/7/2014 3:56:09 PM,OVERDUE CLOSED,1,DPW,N,2/11/2014 1:13:00 PM,Icy Road/Close SR,2/27/2014 1:13:13 PM,2/11/2014 3:56:09 PM,due to snow.  closed by STG,,2/7/2014 3:56:09 PM,2/27/2014 1:44:49 PM,1508 GOOD HOPE ROAD SE,38.86663832159970,-76.98355834150220,20020,62220,38240,38240,8,7B,7B01,SEVENTH,701,34,NONE,NONE,NONE,PHONE
14-00029699,UNKNOWN,DMV31,DMV - Vehicle Title Issues,DRIVEHSE,Driver Vehicle Services,2/7/2014 3:57:14 PM,CLOSED,1,DMV,N,2/11/2014 3:03:00 PM,Contacted - Close SR,2/11/2014 3:03:40 PM,2/20/2014 1:57:14 AM,"LEASING COMPANY NEED TO COMPLETE A DUP TITLE APPLICATION,REURN THE TITLE WITH A LETTERHEAD DOCUMENT TO CHANGE THE NAME TO READ BMW FINANCIAL SERVICES LLC AND A CHECK FOR 26.00",,2/7/2014 3:57:14 PM,2/11/2014 3:37:33 PM,770 HARVARD STREET NW,38.92677695141130,-77.025222432821,20001,232595,75584,75584,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,PHONE
14-00029700,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 3:57:37 PM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 2:53:13 PM,3/4/2014 3:57:37 PM,,,2/7/2014 3:57:37 PM,9/9/2014 2:45:52 PM,766 CONGRESS STREET SE,38.84049985719270,-76.99449342513260,20032,79210,51891,51891,8,8E,8E05,SEVENTH,705,39,NONE,NONE,NONE,PHONE
14-00029701,UNKNOWN,DMV51,DMV - Refunds - Tickets,ADJUSERV,Adjudication Services,2/7/2014 3:58:39 PM,CLOSED,1,DMV,N,2/10/2014 9:01:00 AM,UNKNOWN,2/10/2014 9:03:57 AM,3/24/2014 3:58:39 PM,"Please explain to the customer that the paynment of $25.00 was made on 01/16/2014 by check. Payments made by check takes 45 days to be cleared, once the check is cleared. Customer shall receive a refund with in 6-8 weeks from the cleared date.",,2/7/2014 3:58:39 PM,7/29/2014 9:14:49 AM,4200 - 4399 BLOCK EASTERN AVENUE NE,38.94101271558460,-76.97087789558410,,0,459716,395435,5,5A,5A09,FIFTH,503,20,NONE,NONE,NONE,PHONE
14-00029702,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 4:00:44 PM,CLOSED,1,DDOT,N,2/10/2014 1:40:01 PM,UNKNOWN,2/10/2014 1:40:04 PM,2/12/2014 4:00:44 PM,"POTHOLE STREET REPAIR ( WO # 405665 )Projected Start:  FEB 10, 2014    Finish: FEB 12, 2014   Actual Start:  N/A    Finish: FEB 10, 2014",,2/7/2014 4:00:44 PM,10/30/2014 12:31:17 PM,16TH STREET NW & MILITARY ROAD NW,38.96258427372370,-77.03638785008130,,0,207712,207712,4,4A,4A07,FOURTH,403,17,NONE,NONE,NONE,PHONE
14-00029703,UNKNOWN,DMV08,DMV - Driver's License/ID Reinstatement,DRIVEHSE,Driver Vehicle Services,2/7/2014 4:02:36 PM,CLOSED,1,DMV,N,2/8/2014 3:31:00 PM,Contacted - Close SR,2/8/2014 3:34:15 PM,2/27/2014 2:02:36 AM,"The customer was not suspended for the ticket number given.  Instead the customer was suspended for ticket # 959847921.  While the ticket was dismissed, the customer did not reply to contest the ticket in a timely manner.  Thus, the customer's license was suspended.  The customer submit the requirements for a license reinstatment.    -Processing Center Manager",,2/7/2014 4:02:36 PM,2/8/2014 4:05:20 PM,409 G STREET NE,38.89873140328810,-77.00014536792650,20002,27155,14688,14688,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00029704,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 4:03:29 PM,CLOSED,1,DDOT,N,2/10/2014 7:39:34 AM,UNKNOWN,2/10/2014 7:39:36 AM,2/12/2014 4:03:29 PM,"POTHOLE STREET REPAIR ( WO # 405631 )Projected Start:  FEB 10, 2014    Finish: FEB 12, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/7/2014 4:03:29 PM,10/30/2014 12:31:17 PM,BRENTWOOD PARKWAY NE & MOUNT OLIVET ROAD NE,38.91236912918160,-76.99122336163620,,0,280842,281029,5,5B,5B05,FIFTH,505,23,NONE,NONE,NONE,PHONE
14-00029705,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 4:05:57 PM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 9:29:45 AM,3/4/2014 4:05:57 PM,,,2/7/2014 4:05:57 PM,2/21/2014 9:35:58 AM,3142 15TH PLACE SE,38.85045447934610,-76.982128381181,20020,155433,190722,190722,8,8E,8E01,SEVENTH,704,38,NONE,NONE,NONE,PHONE
14-00029706,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:06:45 PM,CLOSED,1,DDOT,N,2/9/2014 9:08:38 PM,UNKNOWN,2/9/2014 9:03:09 PM,2/14/2014 4:06:45 PM,Comments update:  14-00029706-Broken Parking Meter  Meter Found Working,,2/7/2014 4:06:45 PM,2/10/2014 12:36:10 AM,1400 - 1499 BLOCK F STREET NW,38.89734780926740,-77.03280429011670,,0,456164,392192,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,OPEN311
14-00029707,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 4:07:04 PM,CLOSED,1,DPW,N,,UNKNOWN,2/19/2014 3:30:32 PM,3/4/2014 4:07:04 PM,,,2/7/2014 4:07:04 PM,2/19/2014 4:06:14 PM,1325 RANDOLPH STREET NW,38.93889161959230,-77.03108127570740,20011,224916,68222,68222,4,4C,4C05,FOURTH,404,18,NONE,NONE,NONE,PHONE
14-00029708,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:07:25 PM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:36 PM,2/14/2014 4:07:25 PM,Comments update:  14-00029708-Broken Parking Meter  Meter Found Working,,2/7/2014 4:07:25 PM,2/12/2014 4:36:33 AM,300 - 399 BLOCK E STREET SW,38.88324019945360,-77.016372869843,,0,455912,391940,6,6D,6D02,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029709,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 4:07:40 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 2:09:53 PM,3/4/2014 4:07:40 PM,,,2/7/2014 4:07:40 PM,9/9/2014 2:45:52 PM,121 56TH PLACE SE,38.88710421809280,-76.92029118193840,20019,71783,45599,45599,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00029710,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/7/2014 4:07:50 PM,OVERDUE CLOSED,1,DPW,N,2/11/2014 1:12:00 PM,Icy Road/Close SR,2/27/2014 1:12:56 PM,2/11/2014 4:07:50 PM,due to snow.  closed by STG,,2/7/2014 4:07:50 PM,10/16/2014 1:06:29 PM,4317 19TH PLACE NE,38.94240745044380,-76.97703682909280,20018,23495,12234,12234,5,5A,5A09,FIFTH,503,20,NONE,NONE,NONE,PHONE
14-00029711,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 4:08:07 PM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 3:00:55 PM,3/4/2014 4:08:07 PM,,,2/7/2014 4:08:07 PM,10/30/2014 12:31:17 PM,126 CHESAPEAKE STREET SW,38.82851285864930,-77.00946519049790,20032,69390,43467,43467,8,8D,8D06,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00029712,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:09:22 PM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:21 PM,2/14/2014 4:09:22 PM,Comments update:  14-00029712-Broken Parking Meter  Meter Found Working,,2/7/2014 4:09:22 PM,2/12/2014 7:36:16 AM,1800 - 1899 BLOCK H STREET NW,38.90023008703860,-77.04258272685860,,0,454990,391018,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00029713,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:09:50 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:26 PM,2/14/2014 4:09:50 PM,Comments update:  14-00029713-Broken Parking Meter  Meter Found Working,,2/7/2014 4:09:50 PM,2/12/2014 10:07:21 AM,1200 - 1299 BLOCK 14TH STREET NW,38.90661479120240,-77.03195201824590,,0,455904,391932,2,2F,2F03,THIRD,307,7,NONE,NONE,NONE,OPEN311
14-00029714,UNKNOWN,GRAFF,Graffiti Removal,SWMCLEGR,Graffiti,2/7/2014 4:10:40 PM,OVERDUE CLOSED,1,DPW,N,,UNKNOWN,9/26/2014 1:42:46 PM,2/24/2014 4:10:40 PM,,14-00023634,2/7/2014 4:10:40 PM,11/17/2014 8:03:22 AM,336 RANDOLPH PLACE NE,38.91353896329610,-77.00083641385590,20002,35684,18534,18534,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,OPEN311
14-00029715,UNKNOWN,HMDCP,How's My Driving - Complaint,HOMYDRPR,How's My Driving Program,2/7/2014 4:12:19 PM,OVERDUE OPEN,1,ORM,N,,UNKNOWN,,2/19/2014 4:12:19 PM,,,2/7/2014 4:12:19 PM,2/20/2014 12:40:07 AM,PENNSYLVANIA AVENUE SE & POTOMAC AVENUE SE,38.88050469532810,-76.98595416735120,,0,207947,207947,6,6B,6B07,FIRST,106,26,NONE,NONE,NONE,PHONE
14-00029716,UNKNOWN,DMEXTEDL,DMV - Expired Temporary Driver's License/ID,DRIVEHSE,Driver Vehicle Services,2/7/2014 4:12:24 PM,CLOSED,1,DMV,N,2/20/2014 9:34:00 AM,Mailed - Close SR,2/20/2014 9:36:06 AM,2/25/2014 2:12:24 AM,Customers replacement has been processed,,2/7/2014 4:12:24 PM,3/3/2014 12:21:10 PM,400 - 467 BLOCK PENNSYLVANIA AVENUE NW,38.89225153917010,-77.01807463538790,,0,457983,394010,2,6C,6C09,FIRST,101,NONE,NONE,NONE,NONE,PHONE
14-00029717,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/7/2014 4:13:55 PM,CLOSED,1,DPW,N,,UNKNOWN,2/24/2014 12:26:02 PM,3/25/2014 4:13:55 PM,,,2/7/2014 4:13:55 PM,10/23/2014 2:51:09 PM,413 G STREET NE,38.89871996275880,-77.00002109621430,20002,26318,15033,15033,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00029718,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:14:52 PM,CLOSED,1,DDOT,N,2/7/2014 4:36:43 PM,UNKNOWN,2/7/2014 4:33:06 PM,2/14/2014 4:14:52 PM,Comments update:  14-00029718-Parking meter is not working. Please repair parking meter.Address Not Found,,2/7/2014 4:14:52 PM,2/8/2014 8:08:00 PM,11TH STREET NW & L STREET NW,38.90416677828930,-77.02704729696650,,0,139634,139634,2,2F,NONE,THIRD,307,8,NONE,NONE,NONE,PHONE
14-00029719,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:18:01 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:35 PM,2/14/2014 4:18:01 PM,Comments update:  14-00029719-Broken Parking Meter  Meter Found Working,,2/7/2014 4:18:01 PM,2/12/2014 10:07:21 AM,2100 - 2499 BLOCK K STREET NW,38.90252631535630,-77.04997735174150,,0,455077,391105,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029721,UNKNOWN,SIGTRAMA,Traffic Signal Maintenance,TRAFSIGN,Traffic Signals,2/7/2014 4:20:24 PM,OVERDUE CLOSED,1,DDOT,N,3/31/2014 11:45:42 AM,UNKNOWN,3/31/2014 11:41:11 AM,2/10/2014 10:20:24 PM,"Comments update:  14-00029721-Traffic Signal Maintenance Maryland Avenue Northeast, Washington, DC 20002, USA Caller did not give DDOT enough information to respond",,2/7/2014 4:20:24 PM,3/31/2014 1:28:15 PM,672 MARYLAND AVENUE NE,38.89514890085540,-76.99636448577430,20002,806,1738,1738,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,OPEN311
14-00029720,UNKNOWN,S0331,Resident Parking Permit,DEPATRAN,DDOT,2/7/2014 4:20:24 PM,CLOSED,1,DDOT,N,2/10/2014 8:09:51 AM,UNKNOWN,2/10/2014 8:04:05 AM,,"Comments update:  14-00029720-I currently have a temporary registration card and RPP, The RPP expires 2/15/14 and I already paid for 2 years. I just need the updated sticker mailed to me. Please advise By THOMAS, TRACY: 2/10/2014 8:04:05 AM Made contact with Ms. Lawrence this morning, refered her to DMV she needs her parking zone sticker they issued her a temporary one she is looking for her permanent sticker in the mail.   ",,2/7/2014 4:20:24 PM,2/10/2014 9:35:43 AM,1156 ABBEY PLACE NE,38.90517407948430,-77.00149174107110,20002,72709,46717,46717,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,WEB
14-00029722,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/7/2014 4:20:56 PM,CLOSED,1,DPW,Y,2/8/2014 6:32:00 PM,Observed Vehicle - Close SR,2/8/2014 6:32:35 PM,2/11/2014 4:20:56 PM,OBSERVED VEHICLE,,2/7/2014 4:20:56 PM,2/8/2014 7:06:57 PM,1415 CRITTENDEN STREET NW,38.94739073956480,-77.03374699580530,20011,255653,98535,98535,4,4C,4C02,FOURTH,404,18,NONE,NONE,NONE,OPEN311
14-00029723,UNKNOWN,HYPSHEIN,Hypothermia Shelter Information,311CALCE,311 Call Center,2/7/2014 4:20:58 PM,OPEN,1,Call Center,N,,UNKNOWN,,,,,2/7/2014 4:20:58 PM,2/7/2014 4:35:14 PM,121 56TH PLACE SE,38.88710421809280,-76.92029118193840,20019,71783,45599,45599,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00029724,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 4:21:27 PM,CLOSED,1,DDOT,N,2/10/2014 7:21:34 AM,UNKNOWN,2/10/2014 7:21:36 AM,2/12/2014 4:21:27 PM,"POTHOLE STREET REPAIR ( WO # 405622 )Projected Start:  FEB 10, 2014    Finish: FEB 12, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/7/2014 4:21:27 PM,10/30/2014 12:31:17 PM,600 - 699 BLOCK VIRGINIA AVENUE SE,38.87956463581960,-76.99733642728520,,0,457634,393656,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,PHONE
14-00029725,UNKNOWN,S0391,Street Cleaning,STRALLCL,Street Cleaning,2/7/2014 4:22:05 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 2:01:19 PM,3/20/2014 4:22:05 PM,,,2/7/2014 4:22:05 PM,10/23/2014 2:51:09 PM,4600 - 4699 BLOCK LIVINGSTON ROAD SE,38.82292658967420,-77.00194253429930,,0,465183,400272,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00029726,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/7/2014 4:22:26 PM,CLOSED,1,DPW,Y,2/8/2014 6:40:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 6:41:01 PM,2/11/2014 4:22:26 PM,GOA,,2/7/2014 4:22:26 PM,5/29/2014 11:14:34 AM,900 - 999 BLOCK HAMILTON STREET NW,38.95292852722290,-77.026599001988,,0,464935,400030,4,4D,4D04,FOURTH,403,18,NONE,NONE,NONE,PHONE
14-00029727,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 4:23:28 PM,CLOSED,1,DPW,Y,2/7/2014 9:37:00 PM,Ticket Issued - Close SR,2/7/2014 9:37:56 PM,2/11/2014 4:23:28 PM,NOI 8124505524 @ 8:20PM BDG 427,,2/7/2014 4:23:28 PM,2/7/2014 10:13:36 PM,3720 UPTON STREET NW,38.94148695544430,-77.07418926391420,20016,222233,64996,64996,3,3F,3F01,SECOND,203,15,NONE,NONE,NONE,PHONE
14-00029728,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 4:24:21 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 11:00:40 AM,3/4/2014 4:24:21 PM,,,2/7/2014 4:24:21 PM,9/9/2014 2:45:52 PM,2945 GARFIELD TERRACE NW,38.92662403159920,-77.059961262406,20008,220207,63311,63311,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,PHONE
14-00029729,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 4:24:26 PM,OVERDUE CLOSED,1,DDOT,N,2/15/2014 2:22:24 AM,UNKNOWN,2/15/2014 2:18:07 AM,2/11/2014 4:24:26 PM,Comments update:  14-00029729-Repairs Completed,,2/7/2014 4:24:26 PM,2/15/2014 2:37:58 AM,2227 15TH STREET NE,38.91992320093420,-76.98184090650920,20018,49942,19781,19781,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,PHONE
14-00029730,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:25:30 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:46 PM,2/14/2014 4:25:30 PM,Comments update:  14-00029730-Broken Parking Meter  Meter Found Working,,2/7/2014 4:25:30 PM,2/12/2014 10:36:13 AM,4600 - 4619 BLOCK 40TH STREET NW,38.94984225218160,-77.07874128397960,,0,475144,408914,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,OPEN311
14-00029731,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 4:26:18 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:30 PM,2/14/2014 4:26:18 PM,Comments update:  14-00029731-Broken Parking Meter  Meter Found Working,,2/7/2014 4:26:18 PM,2/12/2014 12:38:02 AM,1100 - 1127 BLOCK 13TH STREET NW,38.90428597353640,-77.02962325570650,,0,454918,390946,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,OPEN311
